gameId,blueChampions,blueWins,blueFirstBlood,blueFirstBloodAssist,blueTotalGold,blueTotalExperience,blueTotalCS,blueGoldDiff,blueExperienceDiff,blueCsdiffat10,blueKills,blueAssists,blueDeaths,redChampions,redFirstBloodAssist,redTotalGold,redTotalExperience,redTotalCS,redAssists
NA1/3737122937,"[('Yone', 'top'), ('Lee Sin', 'jng'), ('Zoe', 'mid'), ('Draven', 'bot'), ('Zilean', 'sup')]",1,0.0,0.0,15777.0,17634.0,268.0,-58.0,-518.0,-44.0,5.0,5.0,2.0,"[('Renekton', 'top'), ('Lillia', 'jng'), ('Irelia', 'mid'), ('Jhin', 'bot'), ('Gragas', 'sup')]",0.0,15835.0,18152.0,312.0,4.0
NA1/3737123325,"[('Wukong', 'top'), ('Hecarim', 'jng'), ('Akali', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",1,0.0,0.0,16351.0,19279.0,340.0,1161.0,1673.0,56.0,3.0,5.0,1.0,"[('Yone', 'top'), ('Lee Sin', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Lulu', 'sup')]",0.0,15190.0,17606.0,284.0,1.0
6911-9185,"[('Renekton', 'top'), ('Sejuani', 'jng'), ('Syndra', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",1,0.0,0.0,14907.0,18445.0,349.0,-94.0,483.0,34.0,0.0,0.0,1.0,"[('Volibear', 'top'), ('Pantheon', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Maokai', 'sup')]",0.0,15001.0,17962.0,315.0,4.0
6911-9186,"[('Gragas', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,15936.0,16251.0,260.0,774.0,-1444.0,-53.0,5.0,10.0,2.0,"[('Irelia', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",0.0,15162.0,17695.0,313.0,5.0
6912-9187,"[('Gnar', 'top'), ('Nidalee', 'jng'), ('Orianna', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",1,1.0,0.0,17259.0,18577.0,315.0,1748.0,482.0,-10.0,6.0,10.0,2.0,"[('Renekton', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,15511.0,18095.0,325.0,3.0
6912-9188,"[('Gnar', 'top'), ('Nidalee', 'jng'), ('Zoe', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",1,0.0,0.0,15990.0,17920.0,329.0,497.0,607.0,26.0,3.0,4.0,2.0,"[('Wukong', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Miss Fortune', 'bot'), ('Maokai', 'sup')]",0.0,15493.0,17313.0,303.0,4.0
6913-9192,"[('Ornn', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Xayah', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,15212.0,18846.0,325.0,-652.0,-86.0,-20.0,1.0,2.0,1.0,"[('Kennen', 'top'), ('Olaf', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Gragas', 'sup')]",0.0,15864.0,18932.0,345.0,1.0
6913-9193,"[('Kennen', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Xayah', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,14938.0,17624.0,323.0,-3082.0,-1879.0,-24.0,1.0,2.0,5.0,"[('Jayce', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,18020.0,19503.0,347.0,6.0
6913-9194,"[('Kennen', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Shen', 'sup')]",0,0.0,0.0,15713.0,18839.0,330.0,-618.0,29.0,-11.0,2.0,4.0,2.0,"[('Jayce', 'top'), ('Graves', 'jng'), ('Twisted Fate', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,16331.0,18810.0,341.0,4.0
6914-9195,"[('Aatrox', 'top'), ('Olaf', 'jng'), ('LeBlanc', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,14770.0,18323.0,337.0,-919.0,-854.0,-10.0,0.0,0.0,1.0,"[('Camille', 'top'), ('Pantheon', 'jng'), ('Viktor', 'mid'), ('Miss Fortune', 'bot'), ('Gragas', 'sup')]",0.0,15689.0,19177.0,347.0,1.0
,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Jayce', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,16936.0,18912.0,343.0,2007.0,1649.0,40.0,1.0,1.0,2.0,"[('Gragas', 'top'), ('Lillia', 'jng'), ('Lucian', 'mid'), ('Xayah', 'bot'), ('Alistar', 'sup')]",0.0,14929.0,17263.0,303.0,3.0
ESPORTSTMNT03/1670713,"[('Malphite', 'top'), ('Elise', 'jng'), ('LeBlanc', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,14298.0,17269.0,301.0,-695.0,114.0,-4.0,0.0,0.0,2.0,"[('Kled', 'top'), (""Kha'Zix"", 'jng'), ('Sylas', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,14993.0,17155.0,305.0,4.0
ESPORTSTMNT02/1650084,"[('Gnar', 'top'), ('Lillia', 'jng'), ('Anivia', 'mid'), ('Ashe', 'bot'), ('Alistar', 'sup')]",0,0.0,0.0,14809.0,16844.0,251.0,-1280.0,-456.0,-46.0,4.0,9.0,3.0,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Yone', 'mid'), ('Miss Fortune', 'bot'), ('Morgana', 'sup')]",0.0,16089.0,17300.0,297.0,4.0
ESPORTSTMNT03/1670723,"[('Ornn', 'top'), ('Graves', 'jng'), ('LeBlanc', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",0,1.0,0.0,15126.0,17348.0,303.0,31.0,-427.0,-11.0,2.0,3.0,1.0,"[('Volibear', 'top'), (""Kha'Zix"", 'jng'), ('Orianna', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,15095.0,17775.0,314.0,1.0
ESPORTSTMNT02/1650105,"[('Shen', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Rakan', 'sup')]",0,0.0,0.0,14948.0,18186.0,312.0,190.0,911.0,2.0,2.0,4.0,1.0,"[('Camille', 'top'), ('Elise', 'jng'), ('Ekko', 'mid'), ('Jhin', 'bot'), ('Alistar', 'sup')]",0.0,14758.0,17275.0,310.0,3.0
ESPORTSTMNT03/1670731,"[('Kled', 'top'), ('Kayn', 'jng'), ('Riven', 'mid'), (""Kai'Sa"", 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,16335.0,17672.0,290.0,-244.0,548.0,6.0,5.0,4.0,5.0,"[('Camille', 'top'), ('Lee Sin', 'jng'), ('Kassadin', 'mid'), ('Tristana', 'bot'), ('Leona', 'sup')]",0.0,16579.0,17124.0,284.0,9.0
ESPORTSTMNT02/1650107,"[('Aatrox', 'top'), (""Kha'Zix"", 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Shen', 'sup')]",1,1.0,0.0,15475.0,18812.0,328.0,-95.0,170.0,2.0,2.0,2.0,2.0,"[('Camille', 'top'), ('Lillia', 'jng'), ('Ekko', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,15570.0,18642.0,326.0,2.0
ESPORTSTMNT02/1650114,"[('Aatrox', 'top'), ('Hecarim', 'jng'), ('Seraphine', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,14808.0,18882.0,331.0,160.0,26.0,1.0,0.0,0.0,0.0,"[('Shen', 'top'), ('Lillia', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,14648.0,18856.0,330.0,0.0
NA1/3739583938,"[('Ornn', 'top'), ('Lillia', 'jng'), ('Pantheon', 'mid'), ('Lucian', 'bot'), ('Gragas', 'sup')]",1,0.0,0.0,14629.0,17049.0,273.0,-104.0,-145.0,-19.0,2.0,3.0,1.0,"[('Volibear', 'top'), ('Graves', 'jng'), ('Galio', 'mid'), ('Ashe', 'bot'), ('Taric', 'sup')]",0.0,14733.0,17194.0,292.0,1.0
NA1/3739154532,"[('Akali', 'top'), ('Graves', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Gragas', 'sup')]",1,0.0,0.0,16913.0,18974.0,281.0,1528.0,2125.0,18.0,7.0,8.0,4.0,"[('Camille', 'top'), ('Ekko', 'jng'), ('LeBlanc', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",0.0,15385.0,16849.0,263.0,6.0
NA1/3739424499,"[('Malphite', 'top'), ('Nidalee', 'jng'), ('Yone', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,0.0,0.0,17500.0,19432.0,302.0,2149.0,2726.0,24.0,7.0,5.0,4.0,"[('Sylas', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), ('Ezreal', 'bot'), ('Rakan', 'sup')]",0.0,15351.0,16706.0,278.0,5.0
NA1/3739274584,"[('Ornn', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Samira', 'bot'), ('Rell', 'sup')]",1,1.0,0.0,18366.0,19685.0,332.0,3730.0,2215.0,58.0,7.0,9.0,2.0,"[('Fiora', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Miss Fortune', 'bot'), ('Seraphine', 'sup')]",0.0,14636.0,17470.0,274.0,1.0
NA1/3739474172,"[('Poppy', 'top'), ('Graves', 'jng'), ('Seraphine', 'mid'), ('Draven', 'bot'), ('Janna', 'sup')]",0,0.0,0.0,16024.0,17765.0,284.0,-2269.0,-1870.0,-54.0,3.0,6.0,7.0,"[('Aatrox', 'top'), ('Karthus', 'jng'), ('Viktor', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",0.0,18293.0,19635.0,338.0,13.0
NA1/3739454304,"[('Volibear', 'top'), ('Hecarim', 'jng'), ('Galio', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16393.0,19126.0,329.0,1156.0,677.0,40.0,3.0,3.0,2.0,"[('Camille', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Jhin', 'bot'), ('Seraphine', 'sup')]",0.0,15237.0,18449.0,289.0,3.0
NA1/3739504187,"[('Ornn', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Samira', 'bot'), ('Galio', 'sup')]",1,0.0,0.0,15983.0,18736.0,318.0,1323.0,112.0,12.0,2.0,4.0,1.0,"[(""Cho'Gath"", 'top'), ('Graves', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,14660.0,18624.0,306.0,2.0
NA1/3739274626,"[('Ornn', 'top'), ('Lillia', 'jng'), ('Qiyana', 'mid'), (""Kai'Sa"", 'bot'), ('Bard', 'sup')]",0,0.0,0.0,13439.0,17589.0,254.0,-2436.0,-1337.0,-67.0,0.0,0.0,2.0,"[('Camille', 'top'), ('Graves', 'jng'), ('Twisted Fate', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,15875.0,18926.0,321.0,1.0
NA1/3739414489,"[('Fiora', 'top'), ('Pantheon', 'jng'), ('Galio', 'mid'), ('Jhin', 'bot'), ('Nami', 'sup')]",0,1.0,0.0,15866.0,16855.0,254.0,-703.0,-848.0,-26.0,5.0,8.0,5.0,"[('Akali', 'top'), ('Jarvan IV', 'jng'), ('Vayne', 'mid'), ('Miss Fortune', 'bot'), ('Seraphine', 'sup')]",0.0,16569.0,17703.0,280.0,11.0
NA1/3739085266,"[('Pantheon', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), ('Jinx', 'bot'), ('Thresh', 'sup')]",0,0.0,0.0,15265.0,17029.0,297.0,-2808.0,-2369.0,-28.0,3.0,6.0,7.0,"[('Aatrox', 'top'), ('Taliyah', 'jng'), ('Lucian', 'mid'), ('Jhin', 'bot'), ('Nautilus', 'sup')]",0.0,18073.0,19398.0,325.0,14.0
NA1/3739085268,"[('Gragas', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",1,0.0,0.0,18367.0,19670.0,344.0,3121.0,2242.0,71.0,7.0,11.0,4.0,"[('Ornn', 'top'), ('Lillia', 'jng'), ('Zoe', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,15246.0,17428.0,273.0,7.0
NA1/3739125348,"[('Volibear', 'top'), ('Kindred', 'jng'), ('Karma', 'mid'), (""Kai'Sa"", 'bot'), ('Gragas', 'sup')]",0,1.0,0.0,15465.0,17900.0,309.0,-583.0,-661.0,-2.0,3.0,5.0,4.0,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Seraphine', 'mid'), ('Aphelios', 'bot'), ('Leona', 'sup')]",0.0,16048.0,18561.0,311.0,5.0
NA1/3739254924,"[('Wukong', 'top'), ('Graves', 'jng'), ('Karma', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,14848.0,18410.0,333.0,311.0,-332.0,19.0,0.0,0.0,0.0,"[('Mordekaiser', 'top'), ('Kindred', 'jng'), ('Pantheon', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",0.0,14537.0,18742.0,314.0,0.0
NA1/3739304793,"[('Camille', 'top'), ('Olaf', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",1,1.0,0.0,15560.0,18271.0,298.0,41.0,-310.0,-43.0,3.0,7.0,0.0,"[('Jax', 'top'), ('Nidalee', 'jng'), ('Lucian', 'mid'), ('Vayne', 'bot'), ('Alistar', 'sup')]",0.0,15519.0,18581.0,341.0,0.0
NA1/3739294661,"[('Renekton', 'top'), ('Taliyah', 'jng'), ('Akali', 'mid'), (""Kai'Sa"", 'bot'), ('Nautilus', 'sup')]",1,0.0,0.0,14287.0,18086.0,320.0,-1161.0,-358.0,20.0,0.0,0.0,3.0,"[('Ornn', 'top'), ('Graves', 'jng'), ('Zoe', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,15448.0,18444.0,300.0,2.0
NA1/3739154751,"[('Malphite', 'top'), ('Kindred', 'jng'), ('Seraphine', 'mid'), ('Ashe', 'bot'), ('Galio', 'sup')]",0,0.0,0.0,14413.0,16376.0,279.0,-2198.0,-2352.0,-45.0,2.0,3.0,4.0,"[('Sylas', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0.0,16611.0,18728.0,324.0,5.0
NA1/3739274927,"[('Ornn', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,15942.0,19515.0,338.0,1819.0,1935.0,61.0,3.0,2.0,1.0,"[('Volibear', 'top'), ('Elise', 'jng'), ('Renekton', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,14123.0,17580.0,277.0,1.0
NA1/3739394453,"[('Poppy', 'top'), ('Kindred', 'jng'), ('Syndra', 'mid'), (""Kai'Sa"", 'bot'), ('Maokai', 'sup')]",0,1.0,0.0,14505.0,15623.0,226.0,-452.0,-1206.0,-45.0,3.0,4.0,3.0,"[('Mordekaiser', 'top'), ('Graves', 'jng'), ('Akali', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0.0,14957.0,16829.0,271.0,4.0
NA1/3739394472,"[('Pantheon', 'top'), ('Taliyah', 'jng'), ('Yone', 'mid'), (""Kai'Sa"", 'bot'), ('Galio', 'sup')]",1,1.0,0.0,20228.0,19773.0,324.0,6834.0,3866.0,55.0,12.0,22.0,0.0,"[('Vladimir', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), ('Samira', 'bot'), ('Nautilus', 'sup')]",0.0,13394.0,15907.0,269.0,0.0
NA1/3739185150,"[('Urgot', 'top'), ('Lillia', 'jng'), ('Sylas', 'mid'), ('Samira', 'bot'), ('Galio', 'sup')]",1,0.0,0.0,17832.0,18794.0,320.0,502.0,382.0,45.0,7.0,14.0,8.0,"[('Shen', 'top'), ('Hecarim', 'jng'), ('Viktor', 'mid'), ('Graves', 'bot'), ('Alistar', 'sup')]",0.0,17330.0,18412.0,275.0,10.0
NA1/3739464588,"[('Camille', 'top'), ('Lillia', 'jng'), ('Zed', 'mid'), (""Kai'Sa"", 'bot'), ('Rell', 'sup')]",1,0.0,0.0,16184.0,17821.0,291.0,59.0,-699.0,-6.0,5.0,6.0,4.0,"[('Kennen', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Samira', 'bot'), ('Nautilus', 'sup')]",0.0,16125.0,18520.0,297.0,5.0
NA1/3739125682,"[('Pantheon', 'top'), ('Lee Sin', 'jng'), ('LeBlanc', 'mid'), (""Kai'Sa"", 'bot'), ('Seraphine', 'sup')]",0,1.0,0.0,13757.0,14489.0,230.0,-1827.0,-2582.0,-45.0,2.0,3.0,3.0,"[('Akali', 'top'), ('Jarvan IV', 'jng'), ('Orianna', 'mid'), ('Miss Fortune', 'bot'), ('Karma', 'sup')]",0.0,15584.0,17071.0,275.0,6.0
NA1/3739274973,"[('Gangplank', 'top'), ('Kindred', 'jng'), ('Ekko', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,13497.0,15351.0,229.0,-3450.0,-2519.0,-39.0,2.0,3.0,7.0,"[('Wukong', 'top'), ('Lillia', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Seraphine', 'sup')]",0.0,16947.0,17870.0,268.0,6.0
NA1/3739245218,"[('Sion', 'top'), ('Kayn', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Leona', 'sup')]",0,0.0,0.0,16177.0,16714.0,275.0,-143.0,101.0,17.0,4.0,6.0,7.0,"[('Camille', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,16320.0,16613.0,258.0,7.0
NA1/3739085622,"[('Aatrox', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",1,1.0,0.0,15887.0,19659.0,337.0,362.0,916.0,-1.0,2.0,2.0,2.0,"[('Pantheon', 'top'), ('Lillia', 'jng'), ('Gragas', 'mid'), (""Kai'Sa"", 'bot'), ('Braum', 'sup')]",0.0,15525.0,18743.0,338.0,4.0
NA1/3739484923,"[('Irelia', 'top'), ('Graves', 'jng'), ('LeBlanc', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",0,0.0,0.0,16254.0,17760.0,265.0,-667.0,-1357.0,-26.0,6.0,7.0,6.0,"[('Maokai', 'top'), ('Hecarim', 'jng'), ('Sylas', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",0.0,16921.0,19117.0,291.0,8.0
NA1/3739425010,"[('Sion', 'top'), ('Olaf', 'jng'), ('Viktor', 'mid'), ('Samira', 'bot'), ('Alistar', 'sup')]",1,1.0,0.0,15510.0,18260.0,298.0,-552.0,54.0,-8.0,3.0,3.0,3.0,"[('Gangplank', 'top'), ('Kindred', 'jng'), ('Anivia', 'mid'), (""Kai'Sa"", 'bot'), ('Taric', 'sup')]",0.0,16062.0,18206.0,306.0,7.0
NA1/3739085685,"[('Jax', 'top'), ('Olaf', 'jng'), ('Rumble', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0,1.0,0.0,17456.0,17067.0,300.0,1096.0,-551.0,7.0,4.0,7.0,5.0,"[('Camille', 'top'), ('Hecarim', 'jng'), ('Lulu', 'mid'), ('Vayne', 'bot'), ('Leona', 'sup')]",0.0,16360.0,17618.0,293.0,9.0
NA1/3739245295,"[('Darius', 'top'), ('Jarvan IV', 'jng'), ('Syndra', 'mid'), ('Lucian', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16244.0,18581.0,323.0,1097.0,502.0,31.0,4.0,4.0,3.0,"[('Jax', 'top'), ('Hecarim', 'jng'), ('Xerath', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,15147.0,18079.0,292.0,4.0
NA1/3739444750,"[('Shen', 'top'), ('Graves', 'jng'), ('Akali', 'mid'), ('Miss Fortune', 'bot'), ('Maokai', 'sup')]",0,0.0,0.0,14232.0,18286.0,286.0,-1890.0,-1096.0,-64.0,1.0,2.0,1.0,"[('Vayne', 'top'), ('Lillia', 'jng'), ('Lucian', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0.0,16122.0,19382.0,350.0,0.0
NA1/3739185374,"[('Rengar', 'top'), ('Graves', 'jng'), ('Galio', 'mid'), ('Miss Fortune', 'bot'), ('Morgana', 'sup')]",0,0.0,0.0,13775.0,17288.0,272.0,-1947.0,-816.0,-49.0,1.0,3.0,2.0,"[('Wukong', 'top'), ('Gragas', 'jng'), ('Lucian', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,15722.0,18104.0,321.0,2.0
NA1/3739464872,"[('Gragas', 'top'), ('Graves', 'jng'), ('Azir', 'mid'), ('Miss Fortune', 'bot'), ('Maokai', 'sup')]",1,1.0,0.0,16344.0,18719.0,323.0,2713.0,1908.0,34.0,3.0,5.0,0.0,"[('Camille', 'top'), ('Kindred', 'jng'), ('Viktor', 'mid'), ('Ezreal', 'bot'), ('Galio', 'sup')]",0.0,13631.0,16811.0,289.0,0.0
NA1/3739425354,"[('Aatrox', 'top'), ('Lillia', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",1,1.0,0.0,18281.0,19778.0,310.0,4347.0,3001.0,52.0,9.0,11.0,1.0,"[('Fiora', 'top'), ('Rengar', 'jng'), ('Akali', 'mid'), (""Kai'Sa"", 'bot'), ('Bard', 'sup')]",0.0,13934.0,16777.0,258.0,1.0
NA1/3739425471,"[('Camille', 'top'), ('Graves', 'jng'), ('Syndra', 'mid'), ('Miss Fortune', 'bot'), ('Thresh', 'sup')]",1,1.0,0.0,16790.0,16830.0,288.0,2118.0,290.0,12.0,5.0,12.0,3.0,"[('Renekton', 'top'), ('Ezreal', 'jng'), ('Leona', 'mid'), ('Gragas', 'bot'), ('Orianna', 'sup')]",0.0,14672.0,16540.0,276.0,4.0
6915-9197,"[('Gragas', 'top'), ('Olaf', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",1,1.0,0.0,16232.0,20036.0,373.0,-203.0,317.0,18.0,1.0,1.0,2.0,"[('Renekton', 'top'), ('Graves', 'jng'), ('Galio', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",0.0,16435.0,19719.0,355.0,7.0
6915-9198,"[('Camille', 'top'), ('Graves', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",1,1.0,0.0,16287.0,18306.0,334.0,1454.0,620.0,26.0,2.0,4.0,1.0,"[('Jax', 'top'), ('Nidalee', 'jng'), ('Viktor', 'mid'), ('Jhin', 'bot'), ('Alistar', 'sup')]",0.0,14833.0,17686.0,308.0,1.0
6916-9199,"[('Aatrox', 'top'), ('Nidalee', 'jng'), ('Zoe', 'mid'), ('Jhin', 'bot'), ('Galio', 'sup')]",0,0.0,0.0,15865.0,18030.0,338.0,-394.0,-356.0,-1.0,1.0,3.0,2.0,"[('Ornn', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0.0,16259.0,18386.0,339.0,6.0
6916-9200,"[('Renekton', 'top'), ('Nidalee', 'jng'), ('Jayce', 'mid'), ('Aphelios', 'bot'), ('Thresh', 'sup')]",1,0.0,0.0,16754.0,18044.0,319.0,-872.0,-378.0,-35.0,2.0,4.0,3.0,"[('Kennen', 'top'), ('Graves', 'jng'), ('Zoe', 'mid'), (""Kai'Sa"", 'bot'), ('Sett', 'sup')]",0.0,17626.0,18422.0,354.0,8.0
6916-9201,"[('Gnar', 'top'), ('Nidalee', 'jng'), ('Twisted Fate', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",1,1.0,0.0,15992.0,18483.0,328.0,1208.0,269.0,-13.0,2.0,2.0,0.0,"[('Jayce', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Jhin', 'bot'), ('Alistar', 'sup')]",0.0,14784.0,18214.0,341.0,0.0
ESPORTSTMNT03/1681044,"[('Yorick', 'top'), ('Graves', 'jng'), ('Ekko', 'mid'), (""Kai'Sa"", 'bot'), ('Braum', 'sup')]",1,1.0,0.0,15027.0,19288.0,342.0,549.0,376.0,33.0,0.0,0.0,0.0,"[('Ornn', 'top'), (""Kha'Zix"", 'jng'), ('Ziggs', 'mid'), ('Miss Fortune', 'bot'), ('Seraphine', 'sup')]",0.0,14478.0,18912.0,309.0,0.0
ESPORTSTMNT02/1640112,"[('Camille', 'top'), ('Pantheon', 'jng'), ('Karma', 'mid'), ('Miss Fortune', 'bot'), ('Galio', 'sup')]",0,1.0,0.0,15058.0,17657.0,325.0,236.0,-18.0,24.0,1.0,1.0,1.0,"[('Poppy', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Alistar', 'sup')]",0.0,14822.0,17675.0,301.0,1.0
ESPORTSTMNT03/1681063,"[('Kennen', 'top'), ('Graves', 'jng'), ('Viktor', 'mid'), ('Samira', 'bot'), ('Leona', 'sup')]",1,1.0,0.0,16686.0,18987.0,337.0,2227.0,-166.0,10.0,3.0,5.0,0.0,"[('Ornn', 'top'), ('Karthus', 'jng'), ('Lucian', 'mid'), (""Kai'Sa"", 'bot'), ('Gragas', 'sup')]",0.0,14459.0,19153.0,327.0,0.0
ESPORTSTMNT03/1670986,"[('Rumble', 'top'), ('Lillia', 'jng'), ('Yone', 'mid'), ('Lucian', 'bot'), ('Nami', 'sup')]",1,1.0,0.0,15406.0,17712.0,284.0,-503.0,-391.0,21.0,2.0,1.0,6.0,"[('Shen', 'top'), ('Gragas', 'jng'), ('Irelia', 'mid'), ('Ashe', 'bot'), ('Maokai', 'sup')]",0.0,15909.0,18103.0,263.0,7.0
ESPORTSTMNT02/1640127,"[('Renekton', 'top'), ('Graves', 'jng'), ('Orianna', 'mid'), (""Kai'Sa"", 'bot'), ('Leona', 'sup')]",1,1.0,0.0,15413.0,18958.0,336.0,245.0,-626.0,8.0,1.0,2.0,1.0,"[('Ornn', 'top'), ('Ekko', 'jng'), ('Qiyana', 'mid'), ('Jhin', 'bot'), ('Alistar', 'sup')]",0.0,15168.0,19584.0,328.0,1.0
ESPORTSTMNT02/1640143,"[('Sion', 'top'), ('Olaf', 'jng'), ('Seraphine', 'mid'), ('Miss Fortune', 'bot'), ('Braum', 'sup')]",1,0.0,0.0,15885.0,18870.0,304.0,-1268.0,-931.0,-6.0,4.0,9.0,6.0,"[('Shen', 'top'), ('Lillia', 'jng'), ('Qiyana', 'mid'), ('Jhin', 'bot'), ('Leona', 'sup')]",0.0,17153.0,19801.0,310.0,13.0
